Filename,Green pixels,Total pixels,Coverage
B145_B_EE_IMG_1265_220520_WB_A2_Feuilles.JPG,641875,4631040,0.13860277605030402
B145_B_EE_IMG_1265_220520_WB_A2_Fleurs.JPG,13872,4631040,0.0029954394693200662
B145_B_EE_IMG_1265_220520_WB_A2_Tiges.JPG,764850,4631040,0.16515728648424544
B145_B_EE_IMG_1265_220520_WB_A2_Vrilles.JPG,135139,4631040,0.02918113425925926
B145_C_EE_IMG_1266_220520_WB_A2_Feuilles.JPG,585373,4631040,0.12640206087617467
B145_C_EE_IMG_1266_220520_WB_A2_Fleurs.JPG,36332,4631040,0.007845322001105583
B145_C_EE_IMG_1266_220520_WB_A2_Tiges.JPG,65279,4631040,0.014095969803758983
B145_C_EE_IMG_1266_220520_WB_A2_Vrilles.JPG,114117,4631040,0.024641765132669982
B145_D_EE_IMG_1267_220520_WB_A2_Feuilles.JPG,547431,4628480,0.1182744659153761
B145_D_EE_IMG_1267_220520_WB_A2_Fleurs.JPG,34509,4628480,0.0074557954231194695
B145_D_EE_IMG_1267_220520_WB_A2_Tiges.JPG,46553,4628480,0.010057945589048673
B145_D_EE_IMG_1267_220520_WB_A2_Vrilles.JPG,159772,4628480,0.034519323838495576
B145_E_EE_IMG_1268_220520_WB_A2_Feuilles.JPG,439388,4636160,0.09477412341247929
B145_E_EE_IMG_1268_220520_WB_A2_Fleurs.JPG,24727,4636160,0.005333508765875207
B145_E_EE_IMG_1268_220520_WB_A2_Tiges.JPG,24533,4636160,0.005291663790723357
B145_E_EE_IMG_1268_220520_WB_A2_Vrilles.JPG,108298,4636160,0.02335941813914964
B211_EE_IMG_0957_220414_WB_A4_Feuilles.JPG,186295,4636160,0.040183039411927114
B211_EE_IMG_0957_220414_WB_A4_Tiges.JPG,11494,4636160,0.0024792069298729983
B211_EE_IMG_0957_220414_WB_A4_Vrilles.JPG,36966,4636160,0.007973409028161236
B212_EE_IMG_0958_220414_WB_A4_Feuilles.JPG,198443,4628480,0.042874334554756637
B212_EE_IMG_0958_220414_WB_A4_Tiges.JPG,14678,4628480,0.00317123548119469
B212_EE_IMG_0958_220414_WB_A4_Vrilles.JPG,46364,4628480,0.010017111449115044
B213_EE_IMG_0959_220414_WB_A4_Feuilles.JPG,186720,4636160,0.04027471010491441
B213_EE_IMG_0959_220414_WB_A4_Tiges.JPG,9800,4636160,0.0021138183324130315
B213_EE_IMG_0959_220414_WB_A4_Vrilles.JPG,33178,4636160,0.007156353533959139
B214_EE_IMG_0960_220414_WB_A4_Feuilles.JPG,169826,4628480,0.03669152724004425
B214_EE_IMG_0960_220414_WB_A4_Tiges.JPG,13727,4628480,0.0029657684596238938
B214_EE_IMG_0960_220414_WB_A4_Vrilles.JPG,33718,4628480,0.007284896985619469
B215_EE_IMG_0961_220414_WB_A4_Feuilles.JPG,177435,4633600,0.038293119820441986
B215_EE_IMG_0961_220414_WB_A4_Tiges.JPG,12423,4633600,0.0026810687154696132
B215_EE_IMG_0961_220414_WB_A4_Vrilles.JPG,40491,4633600,0.008738561809392266
B221_EE_IMG_0974_220425_WB_A3_Feuilles.JPG,328427,4631040,0.07091862734936429
B221_EE_IMG_0974_220425_WB_A3_Tiges.JPG,24400,4631040,0.005268794914317303
B221_EE_IMG_0974_220425_WB_A3_Vrilles.JPG,47451,4631040,0.010246294568822555
B222_EE_IMG_0973_220425_WB_A3_Feuilles.JPG,234359,4631040,0.05060612734936429
B222_EE_IMG_0973_220425_WB_A3_Tiges.JPG,14729,4631040,0.0031804950939745714
B222_EE_IMG_0973_220425_WB_A3_Vrilles.JPG,59112,4631040,0.012764303482587065
B223_EE_IMG_0971_220425_WB_A3 _Vrilles.JPG,35550,4628480,0.007680707273230089
B223_EE_IMG_0971_220425_WB_A3_Feuilles.JPG,222062,4628480,0.04797730572455752
B223_EE_IMG_0971_220425_WB_A3_Tiges.JPG,13184,4628480,0.0028484513274336285
B224_EE_IMG_0970_220425_WB_A3_Feuilles.JPG,211864,4628480,0.04577399059734513
B224_EE_IMG_0970_220425_WB_A3_Tiges.JPG,16525,4628480,0.003570286573561947
B224_EE_IMG_0970_220425_WB_A3_Vrilles.JPG,37541,4628480,0.008110870091261062
B225_EE_IMG_0969_220425_WB_A3_Feuilles.JPG,264647,4636160,0.0570832326753175
B225_EE_IMG_0969_220425_WB_A3_Tiges.JPG,17122,4636160,0.0036931426007730537
B225_EE_IMG_0969_220425_WB_A3_Vrilles.JPG,54477,4636160,0.011750457274986196
B231_A_EE_IMG_1045_220506_WB_A3_Feuilles.JPG,380980,4633600,0.08222116712707182
B231_A_EE_IMG_1045_220506_WB_A3_Tiges.JPG,2508,4633600,0.0005412638121546961
B231_A_EE_IMG_1045_220506_WB_A3_Vrilles.JPG,51919,4633600,0.011204894682320441
B231_B_EE_IMG_1046_220506_WB_A3_Feuilles.JPG,389036,4623360,0.08414572951273533
B231_B_EE_IMG_1046_220506_WB_A3_Tiges.JPG,5984,4623360,0.001294296788482835
B231_B_EE_IMG_1046_220506_WB_A3_Vrilles.JPG,68743,4623360,0.014868623684939093
B231_C_EE_IMG_1047_220506_WB_A3_Feuilles.JPG,134243,4631040,0.028987657200110557
B231_C_EE_IMG_1047_220506_WB_A3_Tiges.JPG,10465,4631040,0.002259751589275843
B231_C_EE_IMG_1047_220506_WB_A3_Vrilles.JPG,13117,4631040,0.00283240913488115
B232_A_EE_IMG_1090_220509_WB_A3_Feuilles.JPG,302997,4628480,0.06546360792311946
B232_A_EE_IMG_1090_220509_WB_A3_Tiges.JPG,0,4628480,0.0
B232_A_EE_IMG_1090_220509_WB_A3_Vrilles.JPG,41013,4628480,0.008861008365597346
B232_B_EE_IMG_1091_220509_WB_A3_Feuilles.JPG,390910,4651520,0.08403919578976335
B232_B_EE_IMG_1091_220509_WB_A3_Tiges.JPG,27015,4651520,0.005807778962575674
B232_B_EE_IMG_1091_220509_WB_A3_Vrilles.JPG,125214,4651520,0.026918942625206384
B232_C_EE_IMG_1092_220509_WB_A3_Feuilles.JPG,317983,4633600,0.06862547479281768
B232_C_EE_IMG_1092_220509_WB_A3_Tiges.JPG,10194,4633600,0.00220001726519337
B232_C_EE_IMG_1092_220509_WB_A3_Vrilles.JPG,36340,4633600,0.00784271408839779
B233_A_EE_IMG_1156_220513_WB_A3_Feuilles.JPG,471002,4651520,0.10125765341221794
B233_A_EE_IMG_1156_220513_WB_A3_Tiges.JPG,24065,4651520,0.005173577669235003
B233_A_EE_IMG_1156_220513_WB_A3_Vrilles.JPG,106056,4651520,0.022800288937809575
B233_B_EE_IMG_1157_220513_WB_A3_Feuilles.JPG,222846,4643840,0.047987441427783904
B233_B_EE_IMG_1157_220513_WB_A3_Tiges.JPG,17474,4643840,0.0037628342061742006
B233_B_EE_IMG_1157_220513_WB_A3_Vrilles.JPG,33072,4643840,0.007121692392502757
B234_A_EE_IMG_1086_220509_WB_A3_Feuilles.JPG,374652,4643840,0.08067719818081588
B234_A_EE_IMG_1086_220509_WB_A3_Fleurs.JPG,1751,4643840,0.0003770586411245866
B234_A_EE_IMG_1086_220509_WB_A3_Tiges.JPG,8537,4643840,0.0018383492971334068
B234_A_EE_IMG_1086_220509_WB_A3_Vrilles.JPG,41258,4643840,0.008884457690187432
B234_B_EE_IMG_1088_220509_WB_A3_Feuilles.JPG,329405,4636160,0.07105125793760353
B234_B_EE_IMG_1088_220509_WB_A3_Tiges.JPG,21565,4636160,0.004651478810049696
B234_B_EE_IMG_1088_220509_WB_A3_Vrilles.JPG,66821,4636160,0.014413005590833793
B234_C_EE_IMG_1089_220509_WB_A3_Feuilles.JPG,485595,4636160,0.10474077684980673
B234_C_EE_IMG_1089_220509_WB_A3_Tiges.JPG,23078,4636160,0.004977826477084483
B234_C_EE_IMG_1089_220509_WB_A3_Vrilles.JPG,103533,4636160,0.022331627898950854
B235_A_EE_IMG_1117_220510_WB_A3_Feuilles.JPG,379898,4628480,0.08207834969579646
B235_A_EE_IMG_1117_220510_WB_A3_Tiges.JPG,52,4628480,1.123478982300885e-05
B235_A_EE_IMG_1117_220510_WB_A3_Vrilles.JPG,29445,4628480,0.006361699737278761
B235_B_EE_IMG_1118_220510_WB_A3_Feuilles.JPG,284735,4641280,0.061348378033645894
B235_B_EE_IMG_1118_220510_WB_A3_Tiges.JPG,13292,4641280,0.002863865140650855
B235_B_EE_IMG_1118_220510_WB_A3_Vrilles.JPG,50308,4641280,0.010839251241036955
B235_C_EE_IMG_1119_220510_WB_A3_Feuilles.JPG,230891,4628480,0.04988484340431416
B235_C_EE_IMG_1119_220510_WB_A3_Tiges.JPG,844,4628480,0.00018234928097345132
B235_C_EE_IMG_1119_220510_WB_A3_Vrilles.JPG,29937,4628480,0.00646799813329646
B235_D_EE_IMG_1120_220510_WB_A3_Feuilles.JPG,200888,4636160,0.04333068746548868
B235_D_EE_IMG_1120_220510_WB_A3_Tiges.JPG,8531,4636160,0.0018401004279403645
B235_D_EE_IMG_1120_220510_WB_A3_Vrilles.JPG,45825,4636160,0.009884257661512977
B235_E_EE_IMG_1121_220510_WB_A3_Feuilles.JPG,379830,4641280,0.08183733797573084
B235_E_EE_IMG_1121_220510_WB_A3_Tiges.JPG,15394,4641280,0.003316757446221732
B235_E_EE_IMG_1121_220510_WB_A3_Vrilles.JPG,66710,4641280,0.014373190154440154
